vocabulary,meaning,IPA,book,author
patois,方言,patois*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Duma,杜马,ˈdumə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
itinerary,行程,aɪˈtɪnərˌɛri,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
patois,方言,patois*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cognac,科涅克白兰地,ˈkɑnˌjæk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
trapezius,斜方肌,trapezius*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
gourmet,美食,ˈgʊrˌmeɪ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Gemini,双子座,ˈʤɛməˌni,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
fusillade,射击,fˈjusɪˌleɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
hotfooted,急躁的,hotfooted*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ersatz,人造的,ˈɛrˌzɑts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lemming,旅鼠,ˈlɛmɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
hoagie,杂货店,ˈhoʊgi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Homo sapiens,一个聪明人,ˈhoʊmoʊ ˈseɪpiənz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
vigil,守夜,ˈvɪʤəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nexus,关系,ˈnɛksəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
frankfurters,法兰克福香肠,ˈfræŋkfərtərz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Gallivanting,欢快的,gallivanting*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
origami,折纸,ˌɔriˈgɑˌmi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
kidney dialysis,肾透析,ˈkɪdni daɪˈælɪsɪs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
chorizo,香肠,chorizo*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
game,游戏,geɪm,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cot,婴儿床,kɑt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
holler,抱怨,ˈhɑlər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
savant,学者,səˈvɑnt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
dinette,餐桌椅,dinette*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
modicum,一点点,ˈmɑdɪkəm,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
slate,石板,sleɪt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
maul,打伤,mɔl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
insomnia,失眠,ˌɪnˈsɑmniə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
in longhand,手写,ɪn ˈlɔŋˌhænd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
gentrified,绅士化,ˈʤɛntrɪˌfaɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pimp,拉皮条,pɪmp,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
scrounge,乞讨,skraʊnʤ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
clucked,咯咯叫,clucked*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sluicing,泄水,sˈlusɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
supplication,恳求,supplication*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
orifice,孔,ˈɔrəfəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
stymied,受阻,ˈstaɪmid,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Morphine,吗啡,ˈmɔrfin,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
counterpoint,对位法,ˈkaʊntərˌpɔɪnt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
goon,继续,gun,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
narcotic,麻醉品,nɑrˈkɑtɪk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
dovetail,燕尾,ˈdəvˌteɪl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
spigots,龙头,ˈspɪgəts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
skullcap,无边便帽,ˈskəlˌkæp,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
matchbook,火柴盒,ˈmæʧˌbʊk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
asphalt,沥青,ˈæsˌfɔlt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Drake,德雷克,dreɪk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
apoplectic,中风的,ˌæpəˈplɛktɪk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Jay-Z’s,周杰伦的,jay-z’s*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
panhandling,乞讨,ˈpænˌhændlɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lectern,讲台,ˈlɛktərn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
schnitzel,肉片,schnitzel*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
synagogue’s,犹太教堂的,synagogue’s*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Jay-Z’s,周杰伦的,jay-z’s*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
earbud,耳塞,earbud*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cabinetmakers,细木工,cabinetmakers*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lint,皮棉,lɪnt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pall,帕尔,pɔl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
in stereo,立体声,ɪn ˈstɛriˌoʊ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cabal,阴谋,kəˈbɑl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
doddering,摇摇欲坠,ˈdɑdərɪŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
temerity,鲁莽,təˈmɛrəti,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sibilant,齿音,sibilant*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pennants,锦旗,ˈpɛnənts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
divulge,泄露,dɪˈvəlʤ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
remitted,汇出,riˈmɪtɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lesions,病变,ˈliʒənz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
paraffin,石蜡,ˈpɛrəfən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cuss,坏话,kəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
indentation,缩进,ˌɪnˌdɛnˈteɪʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
impervious,不透水的,ˌɪmˈpərviəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
affianced,已婚,affianced*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sanatorium,疗养院,sanatorium*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
anaphylactic,过敏性,anaphylactic*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tableau,画面,təˈbloʊ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
jackknives,折刀,jackknives*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
toboggan,雪橇,təˈbɑgən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
demure,端庄,dɪmˈjʊr,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
proctologist,直肠科医生,ˌprɔkˈtɑləˌgɪst,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
carols,颂歌,ˈkɛrəlz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
mastitis,乳腺炎,mastitis*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ewe,母羊,ju,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
gelatin,明胶,ˈʤɛlətən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
blue ribbon,蓝丝带,blu ˈrɪbən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
parish,教区,ˈpɛrɪʃ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
gaunt,憔悴的,gɔnt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cypresses,柏树,cypresses*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tram,电车,træm,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
round the partition,围绕分区,raʊnd ðə pɑrˈtɪʃən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sedulously,刻意地,sedulously*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
edifice,大厦,ˈɛdəfəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
partaking,参与,partaking*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
empyrean,苍穹,empyrean*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
puerile,幼稚的,pjuˈril,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
somersaults,翻筋斗,ˈsəmərˌsɔlts,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pictorial,画报,pɪkˈtɔriəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
enemas,灌肠剂,ˈɛnəməz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
rout,溃败,raʊt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
macramé,花边,macramé*é,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
litmus,石蕊,ˈlɪtməs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
pimple,疙瘩,ˈpɪmpəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
hassled,麻烦,ˈhæsəld,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
repartee,回答者,ˌrɛpərˈti,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
majorette,啦啦队长,majorette*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
tartly,刻薄地,ˈtɑrtli,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
assumed name,化名,əˈsumd neɪm,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
outré,除了,outré*é,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nymph,若虫,nɪmf,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
kaput,过时,kaput*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ginseng,参,ˈʤɪnˌsɛŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
sylvan,森林,ˈsɪlvən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
solipsist,唯我论者,solipsist*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
daguerreotypes,银版照相,daguerreotypes*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nigh,近,naɪ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
whorls,螺纹,wərlz,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
simulacrum,模拟物,simulacrum*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
mescaline,仙人球毒碱,ˈmɛskəˌlin,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
screwdriver,螺丝刀,ˈskruˌdraɪvər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
quiche,乳蛋饼,kiʃ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
asinine,愚蠢,ˈæsəˌnaɪn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
indigent,贫穷的,ˈɪndɪʤənt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nosedive,暴跌,ˈnoʊzˌdaɪv,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
wok,炒锅,wɑk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
throttle,风门,θˈrɑtəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
supernova,超新星,ˌsupərˈnoʊvə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
non sequitur,它不遵循,nɑn ˈsɛkwɪtər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
double entendre,双关语,ˈdəbəl ɑnˈtɑndrə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
futon,蒲团,ˈfutɑn,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Minion,奴才,ˈmɪnjən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
beater,打浆机,ˈbitər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
slit,狭缝,slɪt,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
heckle,质问,ˈhɛkəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
corralled,围栏,kəræld,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
frottage,擦,frottage*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
breather,喘息,ˈbriðər,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
lousy,糟糕,ˈlaʊzi,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
kickstand,支架,kickstand*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
nixing,霓星,nixing*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
went for the jugular,去了颈静脉,wɛnt fər ðə ˈʤugjələr,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
ricocheted,弹跳,ˈrɪkəˌʃeɪd,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
flak,高射炮,flæk,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
herculean,大力士,hərˈkjuliən,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
axle,轴,ˈæksəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
memorabilia,大事记,ˌmɛmərəˈbiljə,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
cuss,坏话,kəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
Footsies,连裤袜,footsies*,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
boomerang,飞旋镖,ˈbumərˌæŋ,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
truffle,松露,ˈtrəfəl,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
esophagus,食管,ɪˈsɑfəgəs,Can Stock Photo Inc. &#x2F;HypnoCreative © Can Stock Photo Inc.&#x2F;urbanlight,en City Series By: Zoe Perdita
