vocabulary,meaning,IPA,book,author
stamp,"1. To strike beat, or press forcibly with the bottom of the foot, or by thrusting the foot downward. Shak. He frets, he fumes, he stares, he stamps the ground. Dryden. 2. To bring down (the foot) forcibly on the ground or floor; as, he stamped his foot with rage. 3. To crush; to pulverize; specifically (Metal.), to crush by the blow of a heavy stamp, as ore in a mill. I took your sin, the calf which ye had made, and burnt it with fire, and stamped it, and ground it very small. Deut. ix. 21. 4. To impress with some mark or figure; as, to stamp a plate with arms or initials. 5. Fig.: To impress; to imprint; to fix deeply; as, to stamp virtuous principles on the heart. God . . . has stamped no original characters on our minds wherein we may read his being. Locke. 6. To cut out, bend, or indent, as paper, sheet metal, etc., into various forms, by a blow or suddenly applied pressure with a stamp or die, etc.; to mint; to coin. 7. To put a stamp on, as for postage; as, to stamp a letter; to stamp a legal document. To stamp out, to put an end to by sudden and energetic action; to extinguish; as, to stamp out a rebellion.

1. To strike; to beat; to crush. These cooks how they stamp and strain and grind. Chaucer. 2. To strike the foot forcibly downward. But starts, exclaims, and stamps, and raves, and dies. dennis.

1. The act of stamping, as with the foot. 2. The which stamps; any instrument for making impressions on other bodies, as a die. 'T is gold so pure It can not bear the stamp without alloy. Dryden. 3. The mark made by stamping; a mark imprinted; an impression. That sacred name gives ornament and grace, And, like his stamp, makes basest metals pass. Dryden. 4. that which is marked; a thing stamped. hanging a golden stamp about their necks. Shak. 5. Etym: [F. estampe, of german origin. See Stamp, v. t.]  A picture cut in wood or metal, or made by impression; a cut; a plate. [Obs.] At Venice they put out very curious stamps of the several edifices which are most famous for their beauty and magnificence. Addison. 6. An offical mark set upon things chargeable with a duty or tax to government, as evidence that the duty or tax is paid; as, the stamp on a bill of exchange. 7. Hence, a stamped or printed device, issued by the government at a fixed price, and required by law to be affixed to, or stamped on, certain papers, as evidence that the government dues are paid; as, a postage stamp; a receipt stamp, etc. 8. An instrument for cutting out, or shaping, materials, as paper, leather, etc., by a downward pressure. 9. A character or reputation, good or bad, fixed on anything as if by an imprinted mark; current value; authority; as, these persons have the stamp of dishonesty; the Scriptures bear the stamp of a divine origin. Of the same stamp is that which is obtruded on us, that an adamant suspends the attraction of the loadstone. Sir T. Browne. 10. Make; cast; form; character; as, a man of the same stamp, or of a different stamp. A soldier of this season's stamp. Shak. 11. A kind of heavy hammer, or pestle, raised by water or steam power, for beating ores to powder; anything like a pestle, used for pounding or bathing. 12. A half-penny. [Obs.] au. & Fl. 13. pl.  Money, esp. paper money. [Slang, U.S.] Stamp act, an act of the British Parliament [1765] imposing a duty on all paper, vellum, and parchment used in the American colonies, and declaring all writings on unstamped materials to be null an void. -- Stamp collector, an officer who receives or collects stamp duties; one who collects postage or other stamps. -- Stamp duty, a duty, or tax, imposed on paper and parchment used for certain writings, as deeds, conveyances, etc., the evidence of the payment of the duty or tax being a stamp. [Eng.] -- Stamp hammer, a hammer, worked by power, which rises and falls vertically, like a stamp in a stamp mill. -- Stamp head, a heavy mass of metal, forming the head or lower end of a bar, which is lifted and let fall, in a stamp mill. -- Stamp mill (Mining), a mill in which ore is crushed with stamps; also, a machine for stamping ore. -- Stamp note, a stamped certificate from a customhouse officer, which allows goods to be received by the captain of a ship as freight. [Eng.] -- Stamp office, an office for the issue of stamps and the reception of stamp duties.",stæmps,The Waves - Virginia Woolf - EPUB,UnknownAuthor
loopy,循环的,ˈlupi,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
fulvous,"Tawny; dull yellow, with a mixture of gray and brown. Lindley.",fulvous*,The Waves - Virginia Woolf - EPUB,UnknownAuthor
blistering,起泡,ˈblɪstərɪŋ,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
money laundering,洗钱,ˈməni ˈlɔndərɪŋ,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
cornea,The transparent part of the coat of the eyeball which covers the iris and pupil and admits light to the interior. See Eye.,ˈkɔrniəz,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
him up,他起来,ɪm əp,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
pinprick,针刺,pinpricks*,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
cave his face in,把他的脸埋进去,keɪv hɪz feɪs ɪn,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
musk,"1. A substance of a reddish brown color, and when fresh of the consistence of honey, obtained from a bag being behind the navel of the male musk deer. It has a slightly bitter taste, but is specially remarkable for its powerful and enduring odor. It is used in medicine as a stimulant antispasmodic. The term is also applied to secretions of various other animals, having a similar odor. 2. (Zoöl.)  The musk deer. See Musk deer (below). 3. The perfume emitted by musk, or any perfume somewhat similar. 4. (Bot.) (a) The musk plant (Mimulus moschatus). (b) A plant of the genus Erodium (E. moschatum); -- called also musky heron's-bill. (c) A plant of the genus Muscari; grape hyacinth. Musk beaver (Zoöl.), muskrat (1). -- Musk beetle (Zoöl.), a European longicorn beetle (Aromia moschata), having an agreeable odor resembling that of attar of roses. -- Musk cat. See Bondar. -- Musk cattle (Zoöl.), musk oxen. See Musk ox (below). -- Musk deer (Zoöl.), a small hornless deer (Moschus moschiferus), which inhabits the elevated parts of Central Asia. The upper canine teeth of the male are developed into sharp tusks, curved downward. The male has scent bags on the belly, from which the musk of commerce is derived. The deer is yellow or red-brown above, whitish below. The pygmy musk deer are chevrotains, as the kanchil and napu. -- Musk duck. (Zoöl.) (a) The Muscovy duck. (b) An Australian duck (Biziura lobata). -- Musk lorikeet (Zoöl.), the Pacific lorikeet (Glossopsitta australis) of Australia. -- Musk mallow (Bot.), a name of two malvaceous plants: (a) A species of mallow (Malva moschata), the foliage of which has a faint musky smell. (b) An Asiatic shrub. See Abelmosk. -- Musk orchis (Bot.), a European plant of the Orchis family (Herminium Minorchis); -- so called from its peculiar scent. -- Musk ox (Zoöl.), an Arctic hollow-horned ruminant (Ovibos moschatus), now existing only in America, but found fossil in Europe and Asia. It is covered with a thick coat of fine yellowish wool, and with long dark hair, which is abundant and shaggy on the neck and shoulders. The full-grown male weighs over four hundred pounds. -- Musk parakeet. (Zoöl.) Same as Musk lorikeet (above). -- Musk pear (Bot.), a fragrant kind of pear much resembling the Seckel pear. -- Musk plant (Bot.), the Mimulus moschatus, a plant found in Western North America, often cultivated, and having a strong musky odor. -- Musk root (Bot.), the name of several roots with a strong odor, as that of the nard (Nardostachys Jatamansi) and of a species of Angelica. -- Musk rose (Bot.), a species of rose (Rosa moschata), having peculiarly fragrant white blossoms. -- Musk seed (Bot.), the seed of a plant of the Mallow family (Hibiscus moschatus), used in perfumery and in flavoring. See Abelmosk. -- Musk sheep (Zoöl.), the musk ox. -- Musk shrew (Zoöl.), a shrew (Sorex murinus), found in India. It has a powerful odor of musk. Called also sondeli, and mondjourou. -- Musk thistle (Bot.), a species of thistle (Carduus nutans), having fine large flowers, and leaves smelling strongly of musk. -- Musk tortoise, Musk turtle (Zoöl.), a small American fresh-water tortoise (Armochelys, or Ozotheca, odorata), which has a distinct odor of musk; -- called also stinkpot.

To perfume with musk.",məsk,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
schnook,施努克,ʃnʊk,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
Mrs. Robinson,罗宾逊夫人,ˈmɪsɪz. ˈrɑbənsən,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
X-rated,X级,x-rated*,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
puckered,起皱的,puckered*,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
perk,"To make trim or smart; to straighten up; to erect; to make a jaunty or saucy display of; as, to perk the ears; to perk up one's head. Cowper. Sherburne.

To exalt one's self; to bear one's self loftily. ""To perk over them."" Barrow. To perk it, to carry one's self proudly or saucily. Pope.

Smart; trim; spruce; jaunty; vain. ""Perk as a peacock."" Spenser.

To peer; to look inquisitively. Dickens.",pərks,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
tussle,"To struggle, as in sport; to scuffle; to struggle with. [Colloq.]

A struggle; a scuffle. [Colloq.]",ˈtəsəl,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
loaded,加载,ˈloʊdɪd,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
skulking,偷偷摸摸,ˈskəlkɪŋ,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
pining,"1. Languishing; drooping; wasting away, as with longing. 2. Wasting; consuming. ""The pining malady of France."" Shak.",ˈpaɪnɪŋ,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
patsy,帕齐,ˈpætsi,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
peeved,生气,pivd,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
bloodshed,"The shedding or spilling of blood; slaughter; the act of shedding human blood, or taking life, as in war, riot, or murder.",ˈblədˌʃɛd,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
carryall,"A light covered carriage, having four wheels and seats for four or more persons, usually drawn by one horse.",carryall*,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
bunker,"1. A sort of chest or box, as in a window, the lid of which serves for a seat. [Scot.] Jamieson. 2. A large bin or similar receptacle; as, a coal bunker.",ˈbəŋkər,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
groping,摸索,ˈgroʊpɪŋ,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
dribble,"1. To fall in drops or small drops, or in a quick succession of drops; as, water dribbles from the eaves. 2. To slaver, as a child or an idiot; to drivel. 3. To fall weakly and slowly. [Obs.] ""The dribbling dart of love."" Shak. (Meas. for Meas. , i. 3, 2). [Perhaps an error for dribbing.]

To let fall in drops. Let the cook . . . dribble it all the way upstairs. Swift.

A drizzling shower; a falling or leaking in drops. [Colloq.]",ˈdrɪbəl,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
clavicle,"The collar bone, which is joined at one end to the scapula, or shoulder blade, and at the other to the sternum, or breastbone. In man each clavicle is shaped like the letter",ˈklævɪkəl,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
changeling,"1. One who, or that which, is left or taken in the place of another, as a child exchanged by fairies. Such, men do changelings call, so changed by fairies' theft. Spenser. The changeling [a substituted writing] never known. Shak. 2. A simpleton; an idiot. Macaulay. Changelings and fools of heaven, and thence shut out. Wildly we roam in discontent about. Dryden. 3. One apt to change; a waverer. ""Fickle changelings."" Shak.

1. Taken or left in place of another; changed. ""A little changeling boy."" Shak. 2. Given to change; inconstant. [Obs.] Some are so studiously changeling. Boyle.",changeling*,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
grudge,"1. To look upon with desire to possess or to appropriate; to envy (one) the possession of; to begrudge; to covet; to give with reluctance; to desire to get back again; -- followed by the direct object only, or by both the direct and indirect objects. Tis not in thee To grudge my pleasures, to cut off my train. Shak. I have often heard the Presbyterians say, they did not grudge us our employments. Swift. They have grudged us contribution. Shak. 2. To hold or harbor with malicioua disposition or purpose; to cherish enviously. [Obs.] Perish they That grudge one thought against your majesty ! Shak.

1. To be covetous or envious; to show discontent; to murmur; to complain; to repine; to be unwilling or reluctant. Grudge not one against another. James v. 9. He eats his meat without grudging. Shak. 2. To feel compunction or grief. [Obs.] Bp. Fisher.

1. Sullen malice or malevolence; cherished malice, enmity, or dislike; ill will; an old cause of hatred or quarrel. Esau had conceived a mortal grudge and eumity against hie brother Jacob. South. The feeling may not be envy; it may not be imbittered by a grudge. I. Taylor. 2. Slight symptom of disease. [Obs.] Our shaken monarchy, that now lies . . . struggling againat the grudges of more dreaded calamities. Milton. Syn. -- Pique; aversion; dislike; ill will; hatred; spite. See Pique.",ˈgrəʤɪz,The Wolf at Bay (Big Bad Wolf),Charlie Adhara
